chr_n;pos_ini;pos_end;n_genes;n_su;n_su_lista;n_su_pssm
chr16;3531462;3532016;62;1;0;1
chr16;3892143;3892533;60;0;0;0
chr16;4290640;4291119;47;2;0;2
chr16;4854579;4855077;31;0;0;0
chr16;5657251;5657613;18;1;1;0
chr16;5715655;5716210;17;0;0;0
chr16;6732743;6733174;1;0;0;0
chr16;7256413;7257048;1;4;3;1
chr16;7395004;7395460;1;1;1;0
chr16;7424680;7425073;1;2;2;0
chr16;7623852;7624548;2;2;2;0
chr16;8814136;8814737;9;2;2;0
chr16;9280901;9281378;10;4;2;2
chr16;9463885;9464554;11;3;2;1
chr16;10376214;10376588;16;1;1;0
chr16;10670968;10671570;18;1;0;1
chr16;10694957;10695682;18;1;0;1
chr16;10735831;10736270;18;1;0;1
chr16;11126122;11126565;26;1;1;0
chr16;12096350;12096922;21;2;1;1
chr16;12514670;12515109;14;3;3;0
chr16;12817959;12818636;11;4;3;1
chr16;12852031;12852578;10;1;1;0
chr16;13484223;13484675;5;1;1;0
chr16;14123520;14123959;12;0;0;0
chr16;14530095;14530502;17;0;0;0
chr16;14539609;14540092;17;2;1;1
chr16;14589870;14590462;17;2;2;0
chr16;14605005;14605374;17;1;1;0
chr16;14815764;14816189;20;3;2;1
chr16;14854940;14855485;20;4;3;1
chr16;15041575;15042137;21;4;3;1
chr16;15112397;15113105;21;3;2;1
chr16;15115864;15116522;21;1;1;0
chr16;15905332;15906374;18;3;3;0
chr16;15929324;15929835;18;6;5;1
chr16;15981956;15982878;18;3;1;2
chr16;16439999;16440471;14;4;3;1
chr16;16483505;16483840;13;3;2;1
chr16;17476426;17476892;4;1;1;0
chr16;18455929;18456377;15;4;3;1
chr16;19808985;19809510;28;3;1;2
chr16;19950876;19951261;29;1;0;1
chr16;20889827;20890409;26;2;2;0
chr16;21546156;21546753;27;0;0;0
chr16;21547924;21548529;27;4;3;1
chr16;21964893;21965267;20;4;4;0
chr16;22284573;22285002;18;2;2;0
chr16;24983021;24983619;10;3;3;0
chr16;25072031;25072796;10;2;2;0
chr16;25161245;25161824;10;3;3;0
chr16;25224870;25225749;10;1;1;0
chr16;27214786;27215232;9;1;0;1
chr16;27335256;27335764;10;3;1;2
chr16;28857821;28858161;44;0;0;0
chr16;29632160;29632829;72;0;0;0
chr16;29634064;29634604;72;2;2;0
chr16;30075236;30075718;76;1;1;0
chr16;30550731;30551202;92;0;0;0
chr16;30569574;30569998;92;0;0;0
chr16;30596923;30597522;92;1;0;1
chr16;30959402;30959815;80;0;0;0
chr16;46686543;46686981;10;1;1;0
chr16;46730733;46731328;10;2;2;0
chr16;46780679;46781326;10;3;1;2
chr16;46782066;46783126;10;0;0;0
chr16;46791316;46791896;10;2;1;1
chr16;46796700;46797521;10;5;5;0
chr16;48980773;48981512;8;4;2;2
chr16;48986127;48986777;8;2;0;2
chr16;49562704;49563063;9;1;1;0
chr16;49816096;49816862;12;6;2;4
chr16;50282730;50283107;13;3;0;3
chr16;50483672;50484122;11;1;0;1
chr16;50492439;50493180;11;3;3;0
chr16;50503972;50504504;11;1;1;0
chr16;50975543;50975929;10;3;2;1
chr16;51793196;51793515;4;2;1;1
chr16;51848537;51848887;3;1;1;0
chr16;51868722;51869154;3;1;0;1
chr16;52326833;52327235;3;1;1;0
chr16;52714924;52715339;6;2;2;0
chr16;52806792;52807244;7;2;2;0
chr16;52850748;52851260;7;1;1;0
chr16;52860154;52860783;7;2;2;0
chr16;53541710;53542128;8;3;1;2
chr16;53766254;53766773;7;3;3;0
chr16;53770056;53770643;7;0;0;0
chr16;54096622;54096932;8;1;1;0
chr16;54299332;54299967;8;3;2;1
chr16;54516932;54517508;9;1;1;0
chr16;54536762;54537477;8;0;0;0
chr16;55180515;55181113;10;1;1;0
chr16;55731096;55731988;25;5;3;2
chr16;56196940;56197415;31;1;1;0
chr16;56778855;56779442;42;0;0;0
chr16;56800892;56801291;43;5;3;2
chr16;57535311;57535878;49;3;2;1
chr16;57543826;57544342;49;2;1;1
chr16;57547415;57547751;49;4;3;1
chr16;57769182;57769365;40;1;0;1
chr16;58066565;58067185;36;3;1;2
chr16;58083910;58084409;36;3;1;2
chr16;58136843;58137468;35;2;1;1
chr16;58194608;58195156;34;2;2;0
chr16;58879383;58879774;17;1;0;1
chr16;59663411;59663937;4;3;3;0
chr16;61951937;61952418;1;1;0;1
chr16;61977023;61977355;1;0;0;0
chr16;63346415;63346818;0;1;1;0
chr16;63731661;63732137;0;2;2;0
chr16;64468423;64469038;1;3;2;1
chr16;64502571;64503086;1;0;0;0
chr16;65083305;65084049;1;2;1;1
chr16;65088022;65088456;1;3;1;2
chr16;65244829;65245326;1;2;2;0
chr16;66104383;66104983;24;5;3;2
chr16;66125614;66126059;24;2;2;0
chr16;66175793;66176296;24;0;0;0
chr16;66442389;66442753;44;1;1;0
chr16;66653958;66654324;49;1;1;0
chr16;66936751;66937392;63;2;0;2
chr16;66939187;66939606;63;2;1;1
chr16;66960964;66961371;63;1;0;1
chr16;67816432;67817092;70;0;0;0
chr16;67840375;67840894;69;1;1;0
chr16;67957581;67958078;66;1;0;1
chr16;68011281;68011833;62;2;1;1
chr16;68690528;68691180;51;0;0;0
chr16;69105827;69106259;33;2;1;1
chr16;69458030;69458891;36;4;2;2
chr16;70051999;70052694;40;1;1;0
chr16;70055416;70056120;40;3;2;1
chr16;70527716;70528780;28;2;2;0
chr16;70745404;70745937;31;3;3;0
chr16;70970654;70971102;33;0;0;0
chr16;71152842;71153456;37;4;3;1
chr16;71791938;71792864;21;4;4;0
chr16;72127058;72127929;21;2;2;0
chr16;72884991;72885465;11;2;1;1
chr16;73025937;73026428;8;1;0;1
chr16;73053760;73054099;8;0;0;0
chr16;73605892;73606396;6;1;1;0
chr16;74498142;74498692;17;3;3;0
chr16;75120986;75121748;26;3;3;0
chr16;75301786;75302268;26;2;2;0
chr16;75592792;75593350;25;3;2;1
chr16;75599655;75600098;25;0;0;0
chr16;75871533;75871944;21;0;0;0
chr16;78140387;78141014;8;1;1;0
chr16;78297142;78297831;6;3;3;0
chr16;78669389;78669809;6;3;2;1
chr16;78776838;78777325;5;3;2;1
chr16;79027029;79027581;4;1;1;0
chr16;79030740;79031252;4;4;1;3
chr16;79035515;79035926;4;0;0;0
chr16;79134386;79134843;3;0;0;0
chr16;79424682;79425105;3;3;2;1
chr16;80062722;80063349;6;2;2;0
chr16;80351279;80351982;10;2;1;1
chr16;80483069;80483777;11;2;1;1
chr16;81021093;81021616;11;3;2;1
chr16;81149045;81149532;13;3;2;1
chr16;81678840;81679603;14;3;2;1
chr16;81831784;81832350;14;3;2;1
chr16;81912025;81912590;13;1;1;0
chr16;82141537;82142149;8;1;1;0
chr16;82142334;82142818;8;3;2;1
chr16;82393693;82394578;7;4;3;1
chr16;82396916;82397318;7;1;1;0
chr16;82504219;82504963;6;1;1;0
chr16;83004745;83005181;9;1;1;0
chr16;83282341;83282821;13;3;3;0
chr16;83915473;83916282;20;1;1;0
chr16;83940345;83940737;20;1;1;0
chr16;83942290;83942878;20;1;1;0
chr16;84076702;84077074;22;0;0;0
chr16;84580315;84580780;25;2;2;0
chr16;84955868;84956609;28;3;1;2
chr16;85080580;85081193;24;1;1;0
chr16;85091452;85092065;24;3;2;1
chr16;85191415;85191967;22;4;3;1
chr16;85495225;85495949;17;3;2;1
chr16;85499302;85499986;16;2;1;1
chr16;85566336;85566733;18;3;2;1
chr16;85568953;85569488;18;0;0;0
chr16;85594785;85595299;17;0;0;0
chr16;86055739;86056404;14;1;0;1
chr16;86115916;86116395;14;0;0;0
chr16;86410760;86411604;13;2;1;1
chr16;86867435;86867871;15;1;1;0
chr16;87421690;87422378;16;2;1;1
chr16;87465125;87465635;16;2;1;1
chr16;87588402;87588832;17;1;1;0
chr16;87759187;87759656;19;1;1;0
chr16;87856256;87856598;22;0;0;0
chr16;88834465;88834993;39;2;2;0
chr16;89070593;89071048;44;1;1;0
chr16;89387151;89387498;47;1;0;1
chr16;89443567;89444204;47;0;0;0
chr16;89865511;89865938;37;3;2;1
chr17;183364;183988;15;1;1;0
chr17;607410;607848;24;1;1;0
chr17;860286;860707;31;0;0;0
chr17;1018277;1018763;35;5;3;2
chr17;1234832;1235463;36;1;0;1
chr17;1750353;1750946;35;5;2;3
chr17;1873844;1874477;34;2;0;2
chr17;2301752;2302290;37;1;0;1
chr17;2448504;2449036;38;2;2;0
chr17;3494074;3494546;39;2;0;2
chr17;3910007;3910675;60;2;0;2
chr17;4066285;4066823;60;1;1;0
chr17;4244763;4245486;59;2;2;0
chr17;4581911;4582627;54;4;4;0
chr17;4854546;4855267;48;2;1;1
chr17;5846373;5846801;34;0;0;0
chr17;7121515;7121823;93;1;0;1
chr17;7146075;7146420;94;2;1;1
chr17;7338383;7338696;105;1;0;1
chr17;7486910;7487370;103;1;1;0
chr17;7590627;7591132;99;0;0;0
chr17;7745232;7745616;99;2;2;0
chr17;7760432;7761044;99;0;0;0
chr17;7789213;7789701;100;3;1;2
chr17;8022166;8022686;90;1;0;1
chr17;8043728;8044226;90;6;2;4
chr17;8236044;8236397;74;1;1;0
chr17;8597564;8597983;46;1;1;0
chr17;8920318;8920838;39;5;4;1
chr17;9041597;9042134;33;2;0;2
chr17;9607045;9607463;24;0;0;0
chr17;9704895;9705400;21;1;1;0
chr17;10273144;10274163;20;2;1;1
chr17;10368650;10369107;20;0;0;0
chr17;10503568;10504051;20;4;4;0
chr17;10514188;10514611;20;2;2;0
chr17;10688201;10688706;18;2;1;1
chr17;11389736;11390219;11;3;2;1
chr17;12130733;12131404;8;3;2;1
chr17;12155779;12156179;8;0;0;0
chr17;12526475;12527087;8;1;1;0
chr17;12619402;12619956;8;1;0;1
chr17;12634275;12634659;8;4;1;3
chr17;12635505;12636144;8;3;1;2
chr17;12638112;12638641;8;0;0;0
chr17;13297070;13297483;8;5;3;2
chr17;13649574;13650213;8;2;2;0
chr17;13653117;13653729;8;1;0;1
chr17;13656396;13657040;8;2;2;0
chr17;13679272;13679782;6;3;3;0
chr17;13830469;13831028;6;2;2;0
chr17;13853188;13853629;6;4;2;2
chr17;13981365;13981789;4;1;1;0
chr17;13993358;13993502;4;1;1;0
chr17;14101425;14101819;4;2;1;1
chr17;14500312;14500699;12;2;2;0
chr17;15382213;15382727;22;5;4;1
chr17;15391699;15392349;22;1;0;1
chr17;15554936;15555213;24;0;0;0
chr17;16284108;16284538;31;1;1;0
chr17;16918879;16919256;27;2;1;1
chr17;17208007;17208491;32;2;1;1
chr17;17509016;17509529;31;2;2;0
chr17;17602239;17602789;33;2;1;1
chr17;17744812;17745242;34;2;2;0
chr17;17790955;17791611;34;2;2;0
chr17;18965095;18965835;39;1;0;1
chr17;18967363;18967490;39;0;0;0
chr17;19091188;19091712;36;0;0;0
chr17;19093204;19093636;36;0;0;0
chr17;19304631;19305055;28;0;0;0
chr17;19792747;19793205;24;4;1;3
chr17;25621653;25621997;8;1;0;1
chr17;25622042;25622330;8;2;1;1
chr17;26158140;26158505;36;3;3;0
chr17;27046651;27046935;49;0;0;0
chr17;27279290;27279835;47;2;1;1
chr17;27300414;27301141;47;3;1;2
chr17;27695926;27696389;44;0;0;0
chr17;27946101;27946537;35;4;1;3
chr17;27994818;27995353;33;1;1;0
chr17;28087220;28087615;26;2;2;0
chr17;28171540;28171988;28;2;1;1
chr17;28561861;28562507;23;1;1;0
chr17;29232964;29233362;23;1;0;1
chr17;29743547;29743997;25;3;2;1
chr17;30333317;30333693;22;0;0;0
chr17;31224316;31224939;15;4;3;1
chr17;31255631;31256181;14;1;1;0
chr17;31469685;31470051;12;0;0;0
chr17;32076574;32077008;13;4;1;3
chr17;32258493;32258954;13;0;0;0
chr17;32982102;32982599;28;3;1;2
chr17;33474203;33474849;46;2;0;2
chr17;34040197;34040923;50;3;2;1
chr17;34953497;34954028;40;0;0;0
chr17;34960165;34960655;40;3;2;1
chr17;35283477;35283927;32;2;2;0
chr17;35571350;35571943;26;1;1;0
chr17;37057237;37057758;41;2;1;1
chr17;37856798;37857262;56;1;0;1
chr17;38375180;38375617;75;0;0;0
chr17;38614756;38615342;88;0;0;0
chr17;38695969;38696364;94;1;0;1
chr17;38984149;38984730;95;6;4;2
chr17;39068148;39068651;96;3;2;1
chr17;39968685;39969261;102;1;0;1
chr17;40540728;40541140;74;1;1;0
chr17;41149987;41150602;67;2;2;0
chr17;41608167;41608519;67;1;0;1
chr17;42189634;42190105;52;2;0;2
chr17;42223674;42224724;54;4;3;1
chr17;42834869;42835302;53;0;0;0
chr17;42919985;42920466;49;2;2;0
chr17;45286044;45286694;34;0;0;0
chr17;45287481;45288120;34;6;1;5
chr17;45296186;45296852;34;4;3;1
chr17;45752974;45753551;38;2;1;1
chr17;46442790;46443260;42;1;0;1
chr17;46570006;46570428;43;1;0;1
chr17;46578219;46579094;44;4;3;1
chr17;46580694;46581616;44;3;3;0
chr17;47565933;47566613;48;4;3;1
chr17;47950811;47951288;44;2;2;0
chr17;48138225;48138673;40;0;0;0
chr17;48450151;48450665;40;3;2;1
chr17;48504248;48504850;39;4;4;0
chr17;48660098;48660504;37;4;1;3
chr17;48670485;48671147;36;0;0;0
chr17;49337404;49337789;24;3;2;1
chr17;50077501;50078250;9;3;3;0
chr17;52600465;52600858;6;1;1;0
chr17;54016474;54017328;13;3;1;2
chr17;54067829;54068423;12;1;1;0
chr17;54095441;54096503;12;4;4;0
chr17;54658962;54659623;11;2;0;2
chr17;55110481;55111026;15;3;3;0
chr17;55319476;55319847;21;0;0;0
chr17;55456813;55457266;25;2;0;2
chr17;55521995;55522549;26;0;0;0
chr17;55595846;55596579;26;4;1;3
chr17;55775266;55775721;29;2;2;0
chr17;55775744;55775797;29;0;0;0
chr17;55799398;55800019;29;4;3;1
chr17;55861408;55862098;30;5;2;3
chr17;55923845;55924426;29;1;0;1
chr17;55929462;55930031;29;4;3;1
chr17;56629915;56630390;31;0;0;0
chr17;57232373;57232995;33;0;0;0
chr17;57442618;57443420;26;3;1;2
chr17;57493415;57494023;27;2;2;0
chr17;57567509;57567977;26;2;2;0
chr17;57591373;57591875;26;2;2;0
chr17;58603474;58603939;19;4;0;4
chr17;58755165;58755519;19;2;2;0
chr17;59296751;59297259;13;0;0;0
chr17;59329807;59330287;13;0;0;0
chr17;59444039;59444716;14;0;0;0
chr17;59471311;59471981;15;1;1;0
chr17;60952549;60953183;25;0;0;0
chr17;61012543;61013242;29;2;1;1
chr17;61072393;61072799;30;2;1;1
chr17;61393166;61394008;32;1;1;0
chr17;61926359;61926673;33;0;0;0
chr17;62279390;62279919;35;1;0;1
chr17;63066728;63067096;15;1;0;1
chr17;64370474;64371074;11;3;3;0
chr17;64709538;64710024;10;0;0;0
chr17;64854798;64855223;12;1;1;0
chr17;65235033;65235600;13;2;1;1
chr17;65525136;65525635;17;0;0;0
chr17;66211701;66212139;18;3;3;0
chr17;66464833;66465386;18;4;3;1
chr17;66721408;66722041;17;0;0;0
chr17;67556962;67557464;9;3;3;0
chr17;68565809;68566210;2;2;1;1
chr17;69326008;69326376;2;0;0;0
chr17;69960618;69961086;3;0;0;0
chr17;71533321;71533843;18;3;0;3
chr17;72644396;72644883;49;2;0;2
chr17;72808067;72809163;54;3;3;0
chr17;73438148;73438522;69;0;0;0
chr17;73904198;73904739;67;2;1;1
chr17;74442675;74443139;50;1;0;1
chr17;74444289;74445004;50;3;3;0
chr17;74553657;74554084;47;1;0;1
chr17;74582831;74583396;46;1;1;0
chr17;74693850;74694205;42;1;0;1
chr17;74751330;74751727;41;0;0;0
chr17;75161157;75161629;26;1;1;0
chr17;75414059;75414415;29;2;0;2
chr17;75467346;75468409;29;4;2;2
chr17;75538103;75539169;29;2;2;0
chr17;75599139;75599427;26;2;0;2
chr17;76168784;76169366;28;1;0;1
chr17;76683629;76684056;26;4;3;1
chr17;77023596;77024020;31;1;0;1
chr17;78738849;78739473;37;2;2;0
chr17;78845660;78846329;41;0;0;0
chr17;79369024;79369452;60;0;0;0
chr17;79378177;79378833;60;0;0;0
chr17;79818500;79818864;67;0;0;0
chr17;80224893;80225651;61;3;3;0
chr17;80528181;80528641;54;1;0;1
chr17;80547349;80547744;54;1;1;0
chr17;80812525;80812958;41;1;1;0
chr17;80817512;80818053;41;2;2;0
chr17_gl000205_random;83753;88593
chr18;240056;240538;11;1;1;0
chr18;255045;255587;11;3;2;1
chr18;1995113;1995586;5;3;2;1
chr18;2524844;2525230;10;2;2;0
chr18;2857666;2858167;10;2;1;1
chr18;2874761;2875120;10;2;1;1
chr18;2894053;2894764;10;2;0;2
chr18;3247533;3247921;10;2;2;0
chr18;3281408;3281881;10;1;1;0
chr18;3526578;3527037;10;1;1;0
chr18;4196269;4196728;6;1;1;0
chr18;4256722;4257285;4;2;2;0
chr18;4345623;4346383;4;2;2;0
chr18;4704674;4705147;4;1;1;0
chr18;5600844;5601465;6;1;1;0
chr18;5649358;5649988;6;0;0;0
chr18;5772090;5772729;7;4;2;2
chr18;5983280;5983971;8;3;3;0
chr18;6054226;6054787;8;5;5;0
chr18;6058799;6059394;8;0;0;0
chr18;6059507;6059539;8;0;0;0
chr18;6215910;6216222;7;4;4;0
chr18;6220113;6220734;7;4;3;1
chr18;6273400;6273998;8;2;1;1
chr18;6430140;6430997;7;1;1;0
chr18;6441154;6441662;7;0;0;0
chr18;6525654;6526058;7;0;0;0
chr18;6598131;6598724;8;1;1;0
chr18;6646778;6647105;7;0;0;0
chr18;6909791;6910339;6;3;2;1
chr18;7203145;7203637;6;2;1;1
chr18;7249609;7250235;6;0;0;0
chr18;7577643;7578119;6;0;0;0
chr18;7579855;7580647;6;4;3;1
chr18;7854973;7855600;7;3;3;0
chr18;7872571;7872859;7;4;3;1
chr18;8153864;8154336;7;0;0;0
chr18;8165095;8165495;7;1;1;0
chr18;8177381;8178136;7;6;5;1
chr18;8301415;8301878;6;0;0;0
chr18;8656995;8657490;9;4;4;0
chr18;8959339;8960114;12;2;2;0
chr18;8965222;8965914;12;4;3;1
chr18;9077019;9077569;12;3;2;1
chr18;9137587;9138009;12;1;0;1
chr18;9505867;9506286;11;1;1;0
chr18;9860523;9861045;11;4;3;1
chr18;10016429;10016807;11;3;2;1
chr18;10122025;10122619;11;1;1;0
chr18;10202876;10203497;10;2;1;1
chr18;10407934;10408601;8;2;1;1
chr18;10746066;10746511;7;1;0;1
chr18;11530136;11530493;12;2;2;0
chr18;11820643;11821138;15;1;1;0
chr18;11902624;11903033;15;1;1;0
chr18;12301277;12301758;17;1;1;0
chr18;12334120;12334565;17;0;0;0
chr18;12376124;12376640;17;1;1;0
chr18;12532720;12533088;17;0;0;0
chr18;13271340;13271935;17;4;2;2
chr18;18943302;18943723;8;1;1;0
chr18;19578247;19578922;10;2;1;1
chr18;19659906;19660401;10;1;1;0
chr18;19786683;19787313;11;4;4;0
chr18;19847778;19848085;11;0;0;0
chr18;19920675;19921079;11;1;1;0
chr18;19947888;19948351;11;2;2;0
chr18;20051840;20052350;12;1;1;0
chr18;20509239;20509915;11;1;1;0
chr18;20718362;20718852;11;4;3;1
chr18;20840219;20840226;12;0;0;0
chr18;20840264;20840766;12;2;2;0
chr18;21827071;21827490;13;1;1;0
chr18;21828222;21828803;13;1;1;0
chr18;22538008;22538387;6;1;1;0
chr18;22855617;22856089;7;0;0;0
chr18;22862777;22863341;7;5;5;0
chr18;22865145;22865805;7;3;3;0
chr18;22865879;22866470;7;4;3;1
chr18;24280591;24281055;6;1;1;0
chr18;24445566;24445898;6;0;0;0
chr18;24499674;24500416;6;6;3;3
chr18;25129608;25130105;4;1;1;0
chr18;25138577;25139216;4;2;2;0
chr18;25179935;25180298;4;3;1;2
chr18;25232178;25233295;4;4;3;1
chr18;25439199;25439807;3;2;2;0
chr18;25548378;25548865;2;3;3;0
chr18;25556855;25557512;2;1;1;0
chr18;25625182;25625755;2;1;0;1
chr18;25645118;25645796;2;2;1;1
chr18;25691889;25692425;2;1;1;0
chr18;25754058;25754630;2;4;4;0
chr18;25994020;25994544;1;5;3;2
chr18;28472601;28473057;11;1;1;0
chr18;29048272;29048869;15;3;1;2
chr18;29191455;29191841;15;2;1;1
chr18;29598083;29598549;18;3;2;1
chr18;29632343;29632958;17;1;1;0
chr18;30300947;30301462;10;3;2;1
chr18;30384472;30384991;9;0;0;0
chr18;30457243;30457735;10;0;0;0
chr18;33470148;33470663;17;1;1;0
chr18;33746585;33747090;15;4;4;0
chr18;33962493;33962883;12;1;0;1
chr18;34043914;34044641;12;3;3;0
chr18;34047969;34048586;12;3;2;1
chr18;34989788;34990264;4;2;1;1
chr18;35042343;35042728;4;2;1;1
chr18;35193174;35193805;4;1;1;0
chr18;35602257;35602586;2;0;0;0
chr18;38017402;38018035;0;2;1;1
chr18;38458359;38458857;0;1;1;0
chr18;38763809;38764285;1;1;0;1
chr18;39027992;39028595;1;1;1;0
chr18;39193223;39193802;1;2;2;0
chr18;39294656;39295326;1;4;2;2
chr18;39301013;39301539;1;0;0;0
chr18;39314908;39315289;1;0;0;0
chr18;39516727;39517129;2;3;2;1
chr18;39734929;39735597;2;3;0;3
chr18;39876686;39877065;3;0;0;0
chr18;41002324;41003169;2;0;0;0
chr18;41374196;41374797;3;1;1;0
chr18;42116451;42116959;2;0;0;0
chr18;42172570;42172932;2;0;0;0
chr18;42324173;42324587;3;0;0;0
chr18;42372704;42373158;3;2;0;2
chr18;42432617;42433019;5;1;1;0
chr18;42437031;42437537;5;2;1;1
chr18;42461986;42462760;5;2;2;0
chr18;42466975;42467720;5;2;2;0
chr18;42497506;42497885;5;1;0;1
chr18;42537056;42537462;5;0;0;0
chr18;42646748;42647248;6;3;3;0
chr18;42755419;42756026;9;1;0;1
chr18;43023870;43024499;10;2;1;1
chr18;43089746;43090220;11;5;4;1
chr18;43217144;43217524;11;1;1;0
chr18;43409146;43409641;13;2;1;1
chr18;43510945;43511473;14;1;1;0
chr18;43936113;43936600;21;1;0;1
chr18;43990838;43991369;21;0;0;0
chr18;44076967;44077512;21;3;0;3
chr18;44205416;44205901;21;1;0;1
chr18;44291149;44291861;20;5;3;2
chr18;44692650;44693051;17;1;1;0
chr18;45413717;45414298;14;3;1;2
chr18;45416288;45416762;14;1;1;0
chr18;45420326;45421053;14;5;5;0
chr18;45452612;45453159;15;1;1;0
chr18;46307610;46307987;10;2;1;1
chr18;46524061;46524428;12;0;0;0
chr18;47018650;47019211;14;1;1;0
chr18;47485316;47485908;15;4;3;1
chr18;47523720;47524446;18;2;2;0
chr18;47951464;47951884;19;2;1;1
chr18;48135019;48135078;14;0;0;0
chr18;48135110;48135553;14;1;0;1
chr18;48158063;48158467;14;3;3;0
chr18;48183806;48184217;14;1;1;0
chr18;48200701;48201143;14;3;0;3
chr18;48221734;48222314;14;2;2;0
chr18;48224009;48224493;14;1;1;0
chr18;48263455;48263982;14;0;0;0
chr18;48310961;48311431;14;0;0;0
chr18;48339947;48340300;14;2;2;0
chr18;48388062;48388445;12;1;0;1
chr18;48727992;48728796;11;1;0;1
chr18;49129859;49130394;8;4;2;2
chr18;49961642;49962204;1;2;2;0
chr18;50054861;50055371;1;1;1;0
chr18;51034875;51035305;5;2;2;0
chr18;51165894;51166568;5;2;1;1
chr18;53403029;53403645;5;5;4;1
chr18;53415330;53416275;5;3;3;0
chr18;53957606;53958176;4;4;3;1
chr18;54620590;54621060;8;0;0;0
chr18;55513413;55514076;10;2;1;1
chr18;56296053;56296674;11;0;0;0
chr18;56460424;56460915;11;2;2;0
chr18;56579593;56579913;11;0;0;0
chr18;57025775;57026123;11;1;1;0
chr18;57136657;57137380;11;1;1;0
chr18;57137660;57138363;11;2;1;1
chr18;57181377;57181850;11;1;1;0
chr18;57183340;57183959;11;4;2;2
chr18;57214650;57215227;11;3;2;1
chr18;57329138;57329664;10;1;1;0
chr18;57338747;57339274;10;1;1;0
chr18;57409500;57410536;10;6;4;2
chr18;57996151;57996844;4;3;2;1
chr18;58038816;58039693;4;1;0;1
chr18;58039828;58040330;4;0;0;0
chr18;58211022;58211377;4;2;2;0
chr18;60193223;60193708;13;3;2;1
chr18;60404305;60404865;16;2;1;1
chr18;60766976;60767524;21;3;2;1
chr18;61853888;61854323;14;1;1;0
chr18;62540361;62540717;6;1;0;1
chr18;62723775;62724218;1;1;1;0
chr18;63067471;63067961;1;2;2;0
chr18;65985669;65986063;4;2;2;0
chr18;66165252;66166015;5;6;4;2
chr18;67538935;67539531;8;1;1;0
chr18;68115657;68116181;6;1;1;0
chr18;70480051;70480691;3;2;2;0
chr18;71303572;71304098;11;0;0;0
chr18;71356475;71357023;10;4;4;0
chr18;71923499;71923933;11;1;1;0
chr18;72517989;72518433;12;1;1;0
chr18;72764396;72764674;12;1;1;0
chr18;74366028;74366621;8;1;1;0
chr18;74380661;74381108;8;0;0;0
chr18;76827344;76828004;11;2;1;1
chr19;516636;516990;58;0;0;0
chr19;2049978;2050286;68;0;0;0
chr19;2169004;2169387;67;0;0;0
chr19;2495738;2496159;56;0;0;0
chr19;2540722;2541104;56;2;1;1
chr19;2664029;2664486;56;1;1;0
chr19;3404073;3404551;60;2;0;2
chr19;4277269;4277590;54;1;1;0
chr19;4791288;4791771;49;2;1;1
chr19;4951697;4952300;55;0;0;0
chr19;5075996;5076783;51;0;0;0
chr19;5398205;5398828;47;5;4;1
chr19;5790982;5791312;49;1;1;0
chr19;6216918;6217494;52;2;0;2
chr19;7742763;7743136;61;2;0;2
chr19;10946856;10947384;69;2;1;1
chr19;11494751;11495170;65;2;2;0
chr19;11670455;11670585;68;0;0;0
chr19;12847528;12848037;67;0;0;0
chr19;13823558;13823979;57;1;1;0
chr19;14618515;14618920;53;2;2;0
chr19;14648151;14648495;54;1;1;0
chr19;14654817;14655332;54;1;0;1
chr19;16295891;16296380;41;4;4;0
chr19;16495245;16495732;51;1;1;0
chr19;16546638;16547393;53;7;5;2
chr19;17055329;17055750;56;0;0;0
chr19;17586219;17586768;66;1;0;1
chr19;18358927;18359238;74;2;2;0
chr19;19127163;19127532;64;1;1;0
chr19;19488653;19488938;54;2;1;1
chr19;19496170;19496508;54;0;0;0
chr19;19626766;19627160;50;3;3;0
chr19;19887036;19887464;44;1;1;0
chr19;20155325;20155819;36;1;1;0
chr19;20192981;20193827;35;2;1;1
chr19;28618639;28619073;0;2;1;1
chr19;28620820;28622061;0;5;3;2
chr19;28896883;28897322;1;0;0;0
chr19;29127280;29128136;3;4;2;2
chr19;29128981;29129715;3;6;3;3
chr19;30432546;30432985;8;0;0;0
chr19;30878309;30878852;9;5;2;3
chr19;31177617;31178216;6;2;1;1
chr19;31356357;31356966;4;2;2;0
chr19;31387512;31387861;4;2;0;2
chr19;31609419;31610325;3;6;3;3
chr19;31785086;31785476;3;3;3;0
chr19;34353826;34354208;24;3;0;3
chr19;35870932;35871464;74;3;3;0
chr19;36562804;36563204;74;3;2;1
chr19;36626189;36626640;74;1;0;1
chr19;37341395;37341925;51;3;3;0
chr19;38434022;38434586;52;2;2;0
chr19;38864871;38865327;56;2;0;2
chr19;39298252;39298719;63;1;0;1
chr19;39309723;39310238;62;2;1;1
